username,tweet_id,text,created_at,retweets,likes
BurryArchive,1724469213337653459,"RT @burrytracker: BREAKING 🚨:

Michael Burry just shorted the entire SemiConductor sector

Bought $47M of puts on $SOXX

This makes up almo…",2023-11-14 16:47:54+00:00,892,0
BurryArchive,1642273345583611905,- https://t.co/37ZVRNxMO9,2023-04-01 21:10:52+00:00,15,190
BurryArchive,1642273343687774208,https://t.co/WVqfj6UdF5,2023-04-01 21:10:51+00:00,61,598
BurryArchive,1641952302948057090,"Link to donate:

https://t.co/qQ330tAIHe",2023-03-31 23:55:09+00:00,4,80
BurryArchive,1641952300662149120,https://t.co/XhnmbgaUeH,2023-03-31 23:55:09+00:00,22,299
BurryArchive,1641442272549175296,https://t.co/VN4EeVurgw,2023-03-30 14:08:28+00:00,60,410
BurryArchive,1641442224578916352,https://t.co/SnCc70zpQR,2023-03-30 14:08:17+00:00,76,862
BurryArchive,1641298453295939584,"RT @burrytracker: Alibaba, Burry's 5th largest holdings, announced they will be splitting into 6 separate units

The stock popped 15% due t…",2023-03-30 04:36:59+00:00,37,0
BurryArchive,1641199180084580352,https://t.co/lXRQD0f7B8,2023-03-29 22:02:31+00:00,55,373
BurryArchive,1640720937032257536,https://t.co/7MlywqtpXU,2023-03-28 14:22:09+00:00,5,45
nvidia,1727043524967968993,RT @NVIDIAHealth: A new collaboration between @Genentech and NVIDIA aims to transform the discovery and development of new medicines by bri…,2023-11-21 19:17:17+00:00,13,0
nvidia,1726641316854116774,"RT @NVIDIANetworkng: Just announced: NVIDIA’s New Spectrum-X Ethernet Networking Platform for AI available soon from Dell Technologies, Hew…",2023-11-20 16:39:04+00:00,16,0
nvidia,1726631488932745580,Our CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote at #MSIgnite to announce the companies’ expanding partnership and introduction of the NVIDIA AI foundry service on Microsoft @Azure. Watch now: https://t.co/cuqg5ZHlVX #AI,2023-11-20 16:00:00+00:00,52,258
nvidia,1725646467669651548,"RT @NVIDIAEU: Read the wrap-up of NVIDIA CEO Jensen Huang's fireside chat this morning at #ai-PULSE, including the state of AI in France, a…",2023-11-17 22:45:53+00:00,13,0
nvidia,1725577588196987338,"RT @NVIDIAAI: Just announced - @Dropbox plans to leverage NVIDIA’s AI foundry consisting of NVIDIA AI Foundation Models, NVIDIA AI Enterpri…",2023-11-17 18:12:11+00:00,24,0
nvidia,1725540400184828192,RT @NVIDIAEU: Discover how NVIDIA and @Scaleway are collaborating to turbocharge large language model and #generativeAI development for Eur…,2023-11-17 15:44:25+00:00,17,0
nvidia,1725276725137784911,"RT @NVIDIAAI: Discover the power of retrieval-augmented generation (RAG), a technique for enhancing the accuracy and reliability of #genera…",2023-11-16 22:16:40+00:00,25,0
nvidia,1725275456042119481,RT @NVIDIADC: Learn more on how NVIDIA Grace Hopper will power JUPITER and propel #AI for #scientific discovery.  #SC23 @fzj_jsc @Evidenliv…,2023-11-16 22:11:37+00:00,19,0
nvidia,1725214080624181410,"RT @NVIDIADesign: At #MSIgnite, NVIDIA announced @NVIDIAOmniverse Cloud Services on @Azure to enable automakers worldwide to unify digitali…",2023-11-16 18:07:44+00:00,17,0
nvidia,1724963846660804810,"RT @NVIDIAAIDev: Big news from #MSIgnite 📢

TensorRT-LLM for @Windows will soon be compatible with @OpenAI's Chat API. This means devs can…",2023-11-16 01:33:23+00:00,24,0
nvidiaomniverse,1727020797519437957,RT @itsfunkyboy: I made a reel to showcase my work over the past year on the NVIDIA Omniverse platform🥳#Omniverse #OpenUSD https://t.co/sbI…,2023-11-21 17:46:59+00:00,4,0
nvidiaomniverse,1727008980084392385,"The latest #OpenUSD updates to @AdskMaya are a ""Ferret-tale"" for #3D artists. 

Read the blog: https://t.co/wzkSqxmbOT https://t.co/GRztjhZIi3",2023-11-21 17:00:01+00:00,1,4
nvidiaomniverse,1726827781257044044,"⭐ Meet OpenUSD All Star: @rafianimates ⭐

See how he embraces the power of #OpenUSD when he brings his #3D characters to life in ""Arteana's Art Squad"".

https://t.co/WFxIS8wDYo https://t.co/Vc7TGdQscO",2023-11-21 05:00:00+00:00,3,12
nvidiaomniverse,1726653612020080880,RT @nvidia: Our CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote at #MSIgnite to announce the companies’ expanding partnershi…,2023-11-20 17:27:55+00:00,52,0
nvidiaomniverse,1725559422104281389,"ICYMI, catch the replay of this week's livestream on advanced facial animations with #OpenUSD, #AI and #AccuFACE with @Reallusion, @Markom3d_, @DarthAngelus, @JSFILMZ0412, and @va2rosa.   

📽️https://t.co/8QoquRmzr5 https://t.co/melsFDyr67",2023-11-17 17:00:00+00:00,2,12
nvidiaomniverse,1725248300738060413,"RT @NVIDIAStudio: Things are getting robotic this week #InTheNVIDIAStudio. 🤖

Learn how @SirWadeFX made one of his newest 3D scenes using @…",2023-11-16 20:23:43+00:00,12,0
nvidiaomniverse,1725186756733964329,"3D artists can improve the productivity and efficiency of their #genAI-enabled workflows thanks to the latest #OpenUSD updates to @AdskMaya.

➡️https://t.co/76HVPlVLOh https://t.co/X5n9bgPfdc",2023-11-16 16:19:09+00:00,4,24
nvidiaomniverse,1724936448451936293,Check out this #NVIDIAOmniverse extension built by community member Mayaenite that adds node alignment and a few other features to #OpenUSD workflows: https://t.co/xaEzTF7Yb5 https://t.co/oLKjURn0N3,2023-11-15 23:44:31+00:00,9,20
nvidiaomniverse,1724863587108209132,Starting in 5 👇 https://t.co/AJxBDaAMgV,2023-11-15 18:55:00+00:00,1,8
nvidiaomniverse,1724836674440486969,"RT @NVIDIADesign: At #MSIgnite, NVIDIA announced @NVIDIAOmniverse Cloud Services on @Azure to enable automakers worldwide to unify digitali…",2023-11-15 17:08:03+00:00,17,0
NVIDIAAIDev,1727069373486047461,"Learn how mastering #machinelearning ops (MLOps) is crucial in developing and managing #generativeAI and #LLM-powered apps; and for enterprise-wide AI transformation. 

https://t.co/VTCGFfjSQx",2023-11-21 21:00:00+00:00,4,9
NVIDIAAIDev,1727039172412596492,"Learn how to enhance industrial defect detection accuracy using #NVIDIATAO and state-of-the-art #visiontransformer models. 

Dive into the technical details in this blog 👇 https://t.co/XJnUF00fiL",2023-11-21 19:00:00+00:00,3,19
NVIDIAAIDev,1727010404931686807,"RT @DecartAI: We are proud to launch the lowest-cost open-source LLM inference API on the market, in collaboration with @cerebriumai, proce…",2023-11-21 17:05:41+00:00,5,0
NVIDIAAIDev,1726675148760109559,"Interested in #generativeAI?

Take this new self-paced course and learn about generative AI concepts, applications, as well as the challenges and opportunities in this exciting field. 

➡️ Enroll now: https://t.co/44tafU5vrB https://t.co/ULL19k9PKE",2023-11-20 18:53:30+00:00,9,53
NVIDIAAIDev,1726646211833368670,"RT @DrJimFan: My team at NVIDIA is hiring. We 🩷 you all from OpenAI. Engineers, researchers, product team, alike. Email me at linxif@nvidia…",2023-11-20 16:58:31+00:00,922,0
NVIDIAAIDev,1725629942396751925,"See the official rules: https://t.co/P11gAZIPV4

And learn more about #AIonRTX: ⬇️ https://t.co/9rhFu43jDs",2023-11-17 21:40:13+00:00,4,5
NVIDIAAIDev,1725629936977813639,"DYK 📣 The simplest way to improve GPU utilization, and effectively throughput, is through batching?

Share your developer tips about #LLMs with #AIonRTX for a chance to win a @AorusOfficial GIGABYTE GeForce RTX™ 4080 16GB GAMING OC GPU. 👇 https://t.co/ThwkpdLlO1",2023-11-17 21:40:12+00:00,44,118
NVIDIAAIDev,1725619435937931502,"Discover the challenges and practical solutions for efficient #LLM #inference. 

Learn how NVIDIA TensorRT-LLM offers optimized techniques to harness the power of LLMs while managing costs.

https://t.co/ezczzQmaG2",2023-11-17 20:58:28+00:00,4,13
NVIDIAAIDev,1725609753626157306,"New from #NVIDIAResearch: NeRF formulation elegantly represents a continuous transition between surfaces and volumes with faster rendering speeds at higher visual fidelity. #SIGGRAPHAsia

👀TLDR: Auto-derived bounding shells result in up to 10x faster inference than #InstantNeRF. https://t.co/z2ADG89dIB",2023-11-17 20:20:00+00:00,6,33
NVIDIAAIDev,1725593205201346874,RT @busralcinar: Thank you for the great presentations at the LLM Dev Day. @NVIDIAAIDev I want to write an article about my AI models and t…,2023-11-17 19:14:14+00:00,1,0
NVIDIADC,1727106727018201371,RT @NVIDIANetworkng: The first Ethernet platform designed specifically to improve the performance and efficiency of Ethernet-based AI cloud…,2023-11-21 23:28:26+00:00,3,0
NVIDIADC,1727083904908329004,RT @NVIDIAHPCDev: NVIDIA Modulus 23.11 is now available and introduces diffusion modeling framework as well as novel architectures for deve…,2023-11-21 21:57:45+00:00,2,0
NVIDIADC,1727024077326393791,"At #MSIgnite, @nvidia CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote to announce the companies’ expanding partnership and introduce the NVIDIA AI foundry service on Microsoft @Azure. #GenerativeAI 

Watch now: https://t.co/392OJSQGOd https://t.co/lKNc1UerH2",2023-11-21 18:00:01+00:00,4,17
NVIDIADC,1727015608099930450,"RT @NVIDIANetworkng: Today NVIDIA introduced the BlueField-3 SuperNIC, a new member of the BlueField networking platform. Read this blog to…",2023-11-21 17:26:22+00:00,11,0
NVIDIADC,1726740851257135318,"Using the NVIDIA AI foundry service on @Azure, @Amdocs will optimize enterprise-grade large language models for the telco and media industries to efficiently deploy #generativeAI use cases across their businesses. Learn more now. #DataCenter #NVIDIADGX https://t.co/fWrJoTWDvH",2023-11-20 23:14:34+00:00,3,12
NVIDIADC,1726698692651237601,"RT @NVIDIANetworkng: Just announced: NVIDIA’s New Spectrum-X Ethernet Networking Platform for AI available soon from Dell Technologies, Hew…",2023-11-20 20:27:03+00:00,16,0
NVIDIADC,1726669236850806976,".@nvidia and Scaleway are working together to deliver access to NVIDIA H100 Tensor Core GPUs, NVIDIA AI Enterprise software, and services for turbocharging LLMs and #generativeAI development for European startups. Learn more now. #NVIDIADGX #DataCenter https://t.co/hixqMSW9vq",2023-11-20 18:30:00+00:00,0,8
NVIDIADC,1726640316386803892,RT @nvidia: Our CEO Jensen Huang joined @Microsoft CEO Satya Nadella’s keynote at #MSIgnite to announce the companies’ expanding partnershi…,2023-11-20 16:35:05+00:00,52,0
NVIDIADC,1725975880730812513,"RT @NVIDIADesign: At #MSIgnite, NVIDIA announced @NVIDIAOmniverse Cloud Services on @Azure to enable automakers worldwide to unify digitali…",2023-11-18 20:34:51+00:00,17,0
NVIDIADC,1725651119760904326,"RT @NVIDIAAIDev: Speed up #AI projects with NVIDIA AI Foundation Models. 

Leverage performance-optimized pre-trained models for faster tim…",2023-11-17 23:04:22+00:00,9,0
realMeetKevin,1727105235955614061,"What does Michael Burry see? MASSIVE $NVDA beats across the board as CASH RICH companies DUMP cash into Nvidia chips.
✅People also likely blind to what NVDA just said on call: Ethernet end-to-end solutions for AI / for their data network. Currently they pretty much prefer… https://t.co/wBjiPEtsvK https://t.co/uHOB83tA76",2023-11-21 23:22:30+00:00,6,52
realMeetKevin,1727067024977953013,Oh SH9T: Nvidia Earnings Q3 Earnings &amp; Earnings Call 2023 https://t.co/QwwpEf3pAQ,2023-11-21 20:50:40+00:00,20,43
realMeetKevin,1727038545263808537,Fed's FOMC Minutes Release | Jerome Powell November 2023 https://t.co/VtfoPGsKOe,2023-11-21 18:57:30+00:00,8,43
realMeetKevin,1727029716119634393,@DylanLeClair_ agreed,2023-11-21 18:22:25+00:00,0,7
realMeetKevin,1727027679017500807,@rpoo no freaking kidding,2023-11-21 18:14:19+00:00,0,3
realMeetKevin,1727027120357134507,"⚠️ We saw the fraud of @cz_binance and have covered it for years. FINALLY, Justice. Here's what you NEED to know:
✅This $4.3-BILLION settlement ONLY settles the #DOJ and #CFTC investigations.
✅SEC lawsuit into INVESTOR PROTECTIONS (really big deal!! That's CUSTOMER MONEY) will… https://t.co/eS4E4VlvjN https://t.co/dey2wo5QWb",2023-11-21 18:12:06+00:00,10,89
realMeetKevin,1727022421050626380,@jconorgrogan What about customer asset liabilities? Proof of reserves DO NOT show liabilities.,2023-11-21 17:53:26+00:00,1,6
realMeetKevin,1727017339097698654,https://t.co/VSiS031fhv,2023-11-21 17:33:14+00:00,4,27
realMeetKevin,1727015124605796644,"WOW!!! @cz_binance steps down; pleads GUILTY!!!! AGREES TO PAY $4.3 BILLION IN FINES!! JUSTICE DEPARTMENT PER WSJ

Maybe he can finance the $4.3 billion in fines by relaunching FTX 🤦‍♂️",2023-11-21 17:24:26+00:00,17,271
realMeetKevin,1727004935815041102,"@WholeMarsBlog ok ok ok, I'll stop Omar. I'm sorry; I went too far! i f'd up again! 

will u still have a bier w/ me",2023-11-21 16:43:57+00:00,0,22
unusual_whales,1727122471453868251,"Over 75% of U.S. workers say they could complete the same amount of work in 4 days rather than 5, per CNBC.

Read more: https://t.co/cGh25Xl05N",2023-11-22 00:31:00+00:00,4,18
unusual_whales,1727114166517797300,"☢️BIG UPDATE☢️

We just released fully customizable alerts.

You can create alerts to get notified on site or via our mobile apps for things like:

- options or stock activity
- FDA news
- price targets
- insider trades

You can customize ANYTHING!

Link: https://t.co/eF8dH4OoXU https://t.co/ZB7vLyCURd",2023-11-21 23:58:00+00:00,5,52
unusual_whales,1727102993936576716,"CZ has agreed to pay a $50 million fine for his role in Binance. 

The government is also seeking an 18-month prison sentence for CZ, per NYT, the maximum suggested under federal guidelines, according to senior Justice Department officials.",2023-11-21 23:13:36+00:00,46,264
unusual_whales,1727099067040153974,"If Altman were to return, it would likely be in the capacity of CEO, with potential roles for him and former Salesforce co-CEO Bret Taylor on a new board.

Read more: https://t.co/RcYGJKQu9u",2023-11-21 22:58:00+00:00,12,67
unusual_whales,1727091110315790615,"U.S. existing home sales dropped to the lowest level in more than 13 years in October, per Reuters.",2023-11-21 22:26:23+00:00,61,335
unusual_whales,1727083380112781737,"Microsoft, $MSFT, is readying Mac laptops, office space and onboarding procedures for OpenAI employees, per CNBC.",2023-11-21 21:55:40+00:00,96,1044
unusual_whales,1727078845881471080,"Binance allowed transactions with Isis, Al Qaeda, Syria, Hamas and Iran, per the DOJ.",2023-11-21 21:37:39+00:00,327,1527
unusual_whales,1727074684360130903,"BREAKING: Nvidia, $NVDA earnings:

- Revenue $18.12 billion vs $16.09 billion
- EPS $4.02 vs $3.36",2023-11-21 21:21:06+00:00,116,934
unusual_whales,1727071111509430368,"Autodesk, $ADSK earnings:

- EPS $2.07 vs $2.00
- Revenue: $1.41 billion vs $1.39 billion

Nordstrom, $JWN Earnings:

- EPS 25C vs 12C
- Revenue $3.32 billion vs $3.42 billion

$NVDA at 4:20.

Link: https://t.co/Q2LOTrNnz0",2023-11-21 21:06:55+00:00,9,84
RayDalio,1727081275775987878,"I also recommend that you check out the Coach tool in my free app, Principles In Action. If you search for the type of situation you are facing in the tool, it will pull up the appropriate principles: https://t.co/BVdRUpIBkc",2023-11-21 21:47:18+00:00,3,24
RayDalio,1727081273276113118,"Because many of you have asked about my principles for reconciling differences of opinion, I’m sharing a number of them here. #principleoftheday https://t.co/RUsr94FfMS",2023-11-21 21:47:17+00:00,53,281
RayDalio,1726624817950888333,I regularly see people ask totally uninformed or nonbelievable people questions and get answers that they believe. This is often worse than having no answers at all. Don't make that mistake. You need to think through who the right people are. If you're in doubt about someone's… https://t.co/52EnYDRxLl https://t.co/1wXvUhE9tP,2023-11-20 15:33:30+00:00,176,889
RayDalio,1726345694858842112,The two-minute rule specifies that you have to give someone an uninterrupted two minutes to explain their thinking before jumping in with your own. This ensures that everyone has time to fully crystallize and communicate their thoughts without worrying they will be misunderstood… https://t.co/Vv6ynEPJOY https://t.co/YIi3248e6M,2023-11-19 21:04:22+00:00,267,1537
RayDalio,1725895083352875210,"Great managers orchestrate rather than do. Like the conductor of an orchestra, they do not play an instrument, but direct their people so that they play beautifully together. Micromanaging, in contrast, is telling the people who work for you exactly what tasks to do or doing… https://t.co/KHy4SkgePK https://t.co/r9xu1yM1rP",2023-11-18 15:13:48+00:00,263,1375
RayDalio,1725539676734267547,I hope you find these principles valuable. #principleoftheday https://t.co/pXraDHzPzt,2023-11-17 15:41:32+00:00,156,772
RayDalio,1725200287797797283,"Apparently, if you throw a frog into a pot of boiling water it will jump out immediately, but if you put it in room-temperature water and gradually bring it to a boil, it will stay in the pot until it dies. Whether or not that's true of frogs, I see something similar happen to… https://t.co/bbb0gNdQCx https://t.co/m1cjg2bhnl",2023-11-16 17:12:55+00:00,523,2595
RayDalio,1724844841421476135,"Just because someone thinks something doesn't mean it's true. Be especially skeptical of statements that begin with ""I think that I . . ."" since most people can't accurately assess themselves. #principleoftheday https://t.co/C9d8mrmK3V",2023-11-15 17:40:30+00:00,138,773
RayDalio,1724538834879201650,"Since I released my book Principles: Life &amp; Work, several remarkably successful people from all walks of life contacted me telling me that they used basically the same principles across domains and asked me if I would brainstorm with them about principles for success.

Here’s a… https://t.co/Znt7ZHKtQ5 https://t.co/0csKYJRS6W",2023-11-14 21:24:33+00:00,81,525
RayDalio,1724477762264506695,"Many of you have told me you're interested in using your mistakes to help you evolve, so I'm sharing my principles for learning from mistakes here. #principleoftheday https://t.co/4Gt9Udj7Ti",2023-11-14 17:21:52+00:00,444,1545
stlouisfed,1727107168963281017,Average fuel prices per gallon fall further in the week ended Nov. 20: Diesel dips to $4.21 and gasoline declines to $3.29 https://t.co/Eg8X2oV70N https://t.co/qroGBGqEHm,2023-11-21 23:30:11+00:00,0,4
stlouisfed,1727088294549172401,"From 2012 to 2021, the Fed remitted over $800 billion in excess income to the U.S. Treasury. The recent increase in policy rates has raised the Fed’s interest costs, so the Fed has paused remittances. The FRED Blog explains the details and the data https://t.co/4hoY8YiVyS https://t.co/Ff1VBB92wY",2023-11-21 22:15:11+00:00,1,7
stlouisfed,1727024166585369031,Taking into account other public liabilities and assets can provide a clearer picture when comparing Japan’s debt-to-GDP ratio with that of the U.S https://t.co/4PMCeoT7UT https://t.co/nPjR21VpRx,2023-11-21 18:00:22+00:00,0,5
stlouisfed,1726824051354505242,"After tumbling during the COVID-19 pandemic, the share of employed people holding more than one job has recovered to its pre-pandemic level. Read this analysis of multiple jobholders https://t.co/xKYJk7Nr60 https://t.co/yYHAAx6iqZ",2023-11-21 04:45:11+00:00,6,8
stlouisfed,1726802665038926200,The unemployment rates for many out-of-school young adults in the Fed’s Eighth District have dipped lower than they were before the COVID-19 pandemic. But where do they sit relative to the jobless rate for all workers? https://t.co/N7L1SECmva https://t.co/KZ8WlDbneK,2023-11-21 03:20:12+00:00,2,6
stlouisfed,1726783785432187210,"From 2012 to 2021, the Fed remitted over $800 billion in excess income to the U.S. Treasury. The recent increase in policy rates has raised the Fed’s interest costs, so the Fed has paused remittances. The FRED Blog explains the details and the data https://t.co/0Fh8T7tc8D https://t.co/XY0Kk2IGmI",2023-11-21 02:05:11+00:00,7,20
stlouisfed,1726761146244325798,Daily trade-weighted U.S. dollar index dipped to 116.6 as of Nov. 17 (January 2006=100). See this and other foreign exchange rates in FRED: https://t.co/rJufgwWKa3 https://t.co/9N0klcGuxC,2023-11-21 00:35:13+00:00,0,5
stlouisfed,1726741014893711615,What does the Beveridge curve suggest about employment outcomes for Eighth District out-of-school young adults in the recent “tight” labor market? Read the analysis: https://t.co/mdNXbXTz2Q https://t.co/nn9lifG7YQ,2023-11-20 23:15:13+00:00,0,1
stlouisfed,1726718364251193394,"Large banks, with assets over $100 billion, tend to have significantly lower exposure to commercial real estate market risks than the average commercial bank in the US. Read more https://t.co/NjS3EwOm6p https://t.co/D67gexBKW6",2023-11-20 21:45:13+00:00,5,12
stlouisfed,1726699544874750302,What lessons can be drawn from Japan’s high debt-to-GDP ratio when considering the relative size of the U.S. debt burden? https://t.co/z2Xe8JLTOj,2023-11-20 20:30:26+00:00,5,11
